,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,城市,總樓層數_數字
666,汐止區,房地(土地+建物),新北市汐止區福德一路８６巷３３號１１樓,12.62,都市：其他:第二種住宅區,,,1100728,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860531,90.86,2,2,1,有,有,9780000,107638,,0.0,0,陽台外推；,RPVNMLNKQHGGFDF58DA,53.32,9.13,0.0,有,,Newtaipei,13
669,汐止區,房地(土地+建物)+車位,新北市汐止區湖前街１１０巷９７弄１之４號２１樓,34.39,,山坡地保育區,丙種建築用地,1100726,土地4建物1車位1,二十一層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881202,133.38,3,2,2,有,有,10500000,78722,坡道機械,24.63,0,,RPUPMLSKQHGGFDF56DA,94.77,11.11,0.0,有,,Newtaipei,25
672,汐止區,房地(土地+建物),新北市汐止區大同路二段２７９號７樓之４,10.83,都市：其他:第二種住宅區,,,1100727,土地1建物1車位0,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,122.6,3,2,2,有,有,13600000,110930,,0.0,0,其他增建:陽台加窗、次臥房陽台外推其他增建；,RPUOMLTKQHGGFDF56DA,97.8,15.58,0.0,有,,Newtaipei,24
675,汐止區,房地(土地+建物),新北市汐止區大同路二段２３６號１８樓之５,10.99,都市：其他:道路用地,,,1100725,土地2建物1車位0,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0850710,140.31,3,2,2,有,有,12100000,86238,,0.0,0,,RPQNMLLLQHGGFDF97DA,69.38,11.91,0.0,有,,Newtaipei,24
678,汐止區,房地(土地+建物)+車位,新北市汐止區林森街７３巷３５號２０樓,37.51,,鄉村區,乙種建築用地,1100621,土地3建物1車位1,二十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820729,163.68,3,2,2,有,有,11500000,77720,坡道平面,36.31,1600000,,RPUOMLKLQHGGFDF38DA,126.6,10.19,0.0,有,,Newtaipei,21
681,汐止區,房地(土地+建物)+車位,新北市汐止區新昌路３７之１號十樓,18.82,都市：其他:第二種住宅區,,,1100805,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1060214,166.69,3,2,2,有,有,19000000,136698,坡道平面,43.06,2100000,,RPPNMLOLQHGGFDF18DA,75.64,11.62,0.0,有,,Newtaipei,14
682,淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段２０３號四樓,59.09,都市：其他:第三種住宅區。,,,1100721,土地1建物1車位2,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011101,319.32,4,2,3,有,有,23000000,72028,坡道平面,66.6,0,格局變更,RPRQMLTJQHGGFEF09DA,168.91,19.93,0.0,有,146.0,Newtaipei,14
683,八里區,房地(土地+建物)+車位,新北市八里區中山路一段６５巷１５號十二樓,11.1,都市：其他:第三種住宅區。,,,1100708,土地2建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840812,107.79,1,1,1,有,有,4700000,43603,坡道平面,0.0,0,,RPSOMLNLPHGGFEF48DA,53.47,2.05,0.0,有,,Newtaipei,14
684,八里區,房地(土地+建物),新北市八里區龍米路一段２０８號二十四樓之９,4.65,都市：其他:住宅區,,,1100812,土地1建物1車位0,二十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960525,57.41,1,1,1,有,有,4950000,86222,,0.0,0,,RPXPMLNLQHGGFEF56DA,31.42,6.0,0.0,有,147.0,Newtaipei,29
688,八里區,房地(土地+建物),新北市八里區文昌一街８號九樓,15.22,都市：其他:第二種住宅區,,,1100731,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070522,76.01,2,1,1,有,有,5700000,74990,,0.0,0,,RPUOMLNLQHGGFEF78DA,45.62,6.83,0.0,有,148.0,Newtaipei,14
690,八里區,房地(土地+建物),新北市八里區龍米路二段３８號二十樓之１,8.48,都市：其他:住宅區,,,1100802,土地1建物1車位0,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021111,84.98,1,2,1,有,有,7500000,88256,,0.0,0,,RPWPMLQKQHGGFEF66DA,49.26,10.78,0.0,有,149.0,Newtaipei,23
695,蘆洲區,房地(土地+建物)+車位,新北市蘆洲區環堤大道３２號六樓,11.9,都市：其他:住宅區,,,1100713,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880727,133.07,3,2,2,有,有,12380000,117940,坡道平面,40.82,1500000,夾層；其他增建；,RPQQMLNKPHGGFGF58DA,65.31,9.43,0.0,有,151.0,Newtaipei,14
696,淡水區,房地(土地+建物)+車位,新北市淡水區新春街７號十六樓,27.83,都市：其他:住宅區,,,1100811,土地1建物1車位1,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900824,154.51999999999998,2,2,2,有,有,8800000,56951,坡道平面,40.01,0,陽台外推；,RPQQMLOLQHGGFEF68DA,73.84,10.38,0.0,有,,Newtaipei,16
700,三重區,房地(土地+建物)+車位,新北市三重區忠孝路二段１０２號十一樓之一,9.72,都市：其他:住宅區,,,1100728,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020813,76.26,2,1,1,有,有,11380000,149226,其他,12.13,0,,RPXPMLKKQHGGFGF98DA,40.02,8.33,0.0,有,152.0,Newtaipei,13
718,中和區,房地(土地+建物)+車位,新北市中和區中正路１７１號二樓之十一,10.98,都市：其他:道路用地,,,1100417,土地2建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940805,140.70999999999998,2,2,2,有,有,14750000,104826,坡道平面,37.05,0,,RPRPMLNLQHGGFHF88DA,54.75,14.35,0.0,有,155.0,Newtaipei,14
721,三峽區,房地(土地+建物)+車位,新北市三峽區學勤路８７號三樓,62.78,都市：其他:住宅區,,,1100430,土地1建物1車位2,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951113,239.64999999999998,3,2,2,有,有,22600000,101276,坡道平面,46.12,3000000,,RPOOMLPLOHGGFIF58DA,135.45,13.74,0.0,有,,Newtaipei,13
723,永和區,房地(土地+建物),新北市永和區中和路４２１巷３弄１７號九樓之一,2.82,都市：其他:住宅區,,,1100727,土地2建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850701,38.75,1,1,1,有,有,7400000,190968,,0.0,0,陽台外推；,RPWOMLNLQHGGFHF66DA,30.39,5.04,0.0,有,156.0,Newtaipei,16
728,板橋區,房地(土地+建物)+車位,新北市板橋區廣和街８８號九樓,14.49,都市：其他:住宅區,,,1100725,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971120,137.8,3,2,2,有,有,16800000,126398,坡道平面,20.71,2000000,陽台外推；夾層；其他增建；,RPRQMLNLQHGGFAF38EA,59.68,16.49,0.0,有,,Newtaipei,13
730,板橋區,房地(土地+建物)+車位,新北市板橋區四川路二段２５１號二十九樓,14.63,都市：其他:住宅區,,,1100730,土地1建物1車位1,二十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980810,164.60000000000002,3,2,2,有,有,20800000,147802,坡道平面,36.05,1800000,其他增建；,RPOQMLKLQHGGFAF77EA,82.3,7.71,0.0,有,,Newtaipei,29
733,泰山區,房地(土地+建物)+車位,新北市泰山區文程路７之１號六樓,10.15,都市：其他:市場用地,,,1100808,土地3建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941226,139.31,3,1,2,有,有,10300000,73936,坡道平面,27.13,0,,RPVNMLOLQHGGFBF68EA,66.52,15.56,0.0,有,160.0,Newtaipei,14
737,新店區,房地(土地+建物)+車位,新北市新店區達觀路１６號十樓之七,37.5,,山坡地保育區,丙種建築用地,1100626,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850510,103.86,2,2,1,有,有,6380000,61429,坡道平面,0.0,900000,陽台外推；,RPUOMLNLQHGGFCF68EA,51.88,4.76,0.0,有,,Newtaipei,14
739,新店區,房地(土地+建物),新北市新店區北新路二段１２８號十一樓之六,2.92,都市：其他:商業區,,,1100721,土地8建物1車位0,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951109,38.21,2,1,1,有,有,8400000,219838,,0.0,0,夾層；,RPROMLNLQHGGFCF38EA,25.25,2.0,0.0,有,,Newtaipei,18
740,淡水區,房地(土地+建物)+車位,新北市淡水區民權路１８７巷６號八樓,43.4,都市：其他:住宅區(四),,,1100712,土地1建物1車位1,八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080211,365.77,4,2,4,有,有,39360000,113046,坡道平面,32.63,1700000,,RPUPMLNLQHGGFEF98EA,191.15,34.6,0.0,有,,Newtaipei,27
741,淡水區,房地(土地+建物)+車位,新北市淡水區中山北路三段３１巷１１８號四樓,21.81,都市：其他:第五之一種住宅區,,,1100711,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010521,138.79,2,2,2,有,有,9260000,67601,坡道平面,21.04,1300000,,RPVPMLNLQHGGFEF09EA,71.6,10.81,0.0,有,,Newtaipei,13
743,淡水區,房地(土地+建物),新北市淡水區北新路１６９巷７０號九樓,11.05,都市：其他:住宅區,,,1100720,土地2建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851228,74.81,2,2,1,有,有,4600000,61489,,0.0,0,,RPQNMLOLQHGGFEF48EA,50.19,6.51,0.0,有,,Newtaipei,18
744,八里區,房地(土地+建物)+車位,新北市八里區龍米路一段４４２號三十一樓,28.64,都市：其他:住宅區,,,1100718,土地1建物1車位2,三十一層，三十二層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0850923,503.29999999999995,4,2,5,有,有,34500000,68548,坡道平面,0.0,0,露臺增建陽台外推；其他增建；,RPSOMLNLQHGGFEF68EA,333.03,91.93,0.0,有,,Newtaipei,32
750,永和區,房地(土地+建物),新北市永和區成功路二段２３１號二十樓之一,3.89,都市：其他:住宅區,,,1100802,土地1建物1車位0,二十層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950629,69.82,1,2,1,有,有,13300000,190490,,0.0,0,陽台外推；,RPROMLNLQHGGFHF88EA,42.57,10.78,0.0,有,,Newtaipei,28
752,中和區,房地(土地+建物)+車位,新北市中和區景平路２９０號九樓之三,3.74,都市：其他:住宅區,,,1100722,土地1建物1車位1,九層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910816,65.41,2,2,1,有,有,9600000,184843,坡道機械,22.13,1600000,夾層；,RPTNMLOLQHGGFHF09EA,28.5,2.74,0.0,有,,Newtaipei,25
755,樹林區,房地(土地+建物)+車位,新北市樹林區桃子腳路１１８號十五樓,19.62,都市：其他:住宅區,,,1100530,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960801,140.54,3,2,2,有,有,12500000,95167,坡道機械,20.75,1100000,陽台外推；,RPQPMLOLQHGGFIF09EA,74.73,14.34,0.0,有,,Newtaipei,15
760,樹林區,房地(土地+建物),新北市樹林區俊保路５０號十三樓,13.19,都市：其他:住宅區,,,1100710,土地2建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871204,96.59,3,2,1,有,有,7500000,77648,,0.0,0,,RPROMLOLQHGGFIF09EA,63.92,9.01,0.0,有,,Newtaipei,14
767,中和區,房地(土地+建物),新北市中和區華新街１４３巷１０６弄２４號十五樓,28.78,都市：其他:住宅區,,,1100727,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850522,130.97,3,2,1,有,有,11160000,85210,,0.0,0,其他增建；,RPXNMLOLQHGGFHF86EA,92.98,6.52,0.0,有,,Newtaipei,15
768,中和區,房地(土地+建物),新北市中和區中正路１６９號五樓之九,7.43,都市：其他:道路用地,,,1100719,土地2建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940805,72.85,3,1,1,有,有,10000000,137268,,0.0,0,夾層；,RPOOMLOLQHGGFHF68EA,42.97,4.0,0.0,有,168.0,Newtaipei,14
769,中和區,房地(土地+建物),新北市中和區景平路４３１巷１１０號四樓,8.92,都市：其他:住宅區,,,1100710,土地1建物1車位0,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860515,65.46000000000001,2,2,1,有,有,10660000,162848,,0.0,0,陽台外推；,RPPOMLOLQHGGFHF78EA,47.19,8.13,0.0,有,,Newtaipei,17
776,淡水區,房地(土地+建物)+車位,新北市淡水區北新路１６９巷６９號十二樓,14.68,都市：其他:住宅區,,,1100801,土地2建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840913,101.68,1,1,1,有,有,4400000,43273,坡道平面,0.0,0,,RPUNMLPLQHGGFEF98EA,48.6,7.55,0.0,有,,Newtaipei,15
777,淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段１０１巷１６弄６２號二樓,26.78,都市：其他:第五種住宅區,,,1100807,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001104,196.46,3,2,2,有,有,12000000,61081,坡道平面,43.28,0,,RPOPMLPLQHGGFEF58EA,97.27,10.49,0.0,有,,Newtaipei,15
779,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路一段１５２號九樓,25.27,都市：其他:第五種住宅區,,,1100722,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040515,161.12,3,2,2,有,有,8580000,57271,坡道平面,32.26,1200000,,RPQPMLPLQHGGFEF78EA,78.93,8.52,0.0,有,173.0,Newtaipei,14
782,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路３８巷３３號十六樓,5.91,都市：其他:住宅區(三),,,1100729,土地1建物1車位2,十六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,73.22,1,0,1,有,有,5700000,77848,坡道機械,25.12,0,權狀2個車位編號，原為子母車位，因不易使用故損壞後廠商改為一個平面車位。,RPRNMLPLQHGGFEF68EA,31.16,2.59,0.0,有,,Newtaipei,22
783,淡水區,房地(土地+建物)+車位,新北市淡水區新市二路四段２３０巷６６號六樓,22.01,都市：其他:第五種住宅區,,,1100731,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060217,150.07999999999998,2,2,1,有,有,8260000,63550,坡道平面,40.56,1300000,,RPTNMLOLQHGGFEF78EA,64.72,9.55,0.0,有,174.0,Newtaipei,15
800,五股區,房地(土地+建物)+車位,新北市五股區登林路８１之５號十三樓,15.4,都市：其他:住宅區,,,1100806,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900611,126.67,3,2,2,有,有,8300000,65525,坡道平面,36.44,0,,RPXPMLOLQHGGFBF09EA,58.0,8.11,0.0,有,,Newtaipei,14
805,土城區,房地(土地+建物)+車位,新北市土城區學府路一段１１０號十樓,28.77,都市：其他:第二種住宅區,,,1100516,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810727,216.07,4,2,2,有,有,20800000,96261,坡道平面,47.31,0,陽台外推；,RPPPMLPLQHGGFAF28EA,181.47,19.03,0.0,有,,Newtaipei,16
806,板橋區,房地(土地+建物)+車位,新北市板橋區中山路一段１６８之１號二十四樓,30.87,都市：其他:第二種特定專用區,,,1100324,土地1建物1車位3,二十四層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0991217,479.26,4,2,4,有,有,102687200,214262,坡道平面,106.26,0,,RPPNMLNLQHGGFAF87EA,215.53,26.09,0.0,有,,Newtaipei,35
810,板橋區,房地(土地+建物)+車位,新北市板橋區文化路二段１７５號四樓之６,20.3,都市：其他:住宅區,,,1100510,土地1建物1車位1,四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001128,237.36,4,2,3,有,有,41500000,181286,坡道平面,22.23,2500000,陽台外推；其他增建；,RPPRMLOLQHGGFAF38EA,121.36,26.0,0.0,有,184.0,Newtaipei,20
812,土城區,房地(土地+建物)+車位,新北市土城區延吉街３８１巷３號八樓,37.78,都市：其他:第二種住宅區,,,1100810,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970118,234.77999999999997,4,2,2,有,有,28000000,130921,坡道平面,34.66,1800000,,RPRRMLOLQHGGFAF58EA,131.95,16.62,0.0,有,,Newtaipei,15
823,三峽區,房地(土地+建物),新北市三峽區學成路２６０號十九樓之十二,7.01,都市：其他:住宅區,,,1100721,土地1建物1車位0,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951117,49.68000000000001,1,1,1,有,有,5800000,116747,,0.0,0,陽台外推；,RPRQMLNLQHGGFIF09DA,28.3,4.19,0.0,有,189.0,Newtaipei,19
828,三峽區,房地(土地+建物),新北市三峽區愛國路２之３號十三樓,9.04,都市：其他:商業區,,,1100704,土地2建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850311,101.32000000000001,3,2,2,有,有,8250000,81425,,0.0,0,陽台外推；,RPWOMLPKPHGGFIF76DA,82.32,11.02,0.0,有,,Newtaipei,13
835,三峽區,房地(土地+建物)+車位,新北市三峽區學成路２７６號十六樓之二,12.02,都市：其他:住宅區,,,1100722,土地1建物1車位1,十六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951117,108.39,2,2,1,有,有,9580000,88385,坡道平面,36.74,0,,RPRNMLKKQHGGFIF38DA,46.35,5.26,0.0,有,194.0,Newtaipei,20
849,中和區,房地(土地+建物),新北市中和區華新街１４３巷１０６弄２號,13.91,都市：其他:住宅區,,,1100712,土地1建物1車位0,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850522,61.690000000000005,2,2,1,有,有,7500000,121576,,0.0,0,,RPRNMLLJQHGGFHF28DA,41.79,5.55,0.0,有,201.0,Newtaipei,15
871,蘆洲區,房地(土地+建物),新北市蘆洲區中山一路１３０之２號十六樓,4.43,都市：其他:住宅區,,,1100721,土地2建物1車位0,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860604,51.290000000000006,1,1,1,有,有,6500000,126730,,0.0,0,陽台外推；其他增建；,RPXOMLLLPHGGFGF98DA,29.2,7.36,0.0,有,219.0,Newtaipei,17
873,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路２３２號十一樓之１,11.42,都市：其他:住宅區,,,1100729,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840114,154.71,3,2,2,有,有,6810000,44018,坡道平面,39.92,0,,RPPQMLKLQHGGFEF18DA,125.61,17.76,0.0,有,,Newtaipei,19
875,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段４０３號,22.94,都市：其他:第五種住宅區,,,1100727,土地1建物1車位1,一層，見其他登記事項,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030807,150.20999999999998,0,0,0,無,有,14000000,93203,坡道平面,30.36,0,,RPUPMLSKQHGGFEF66DA,77.97,3.19,0.0,有,222.0,Newtaipei,14
876,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段７６號十九樓,16.72,都市：其他:第五種住宅區,,,1100712,土地1建物1車位1,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,114.43,2,1,2,有,有,8610000,81758,坡道平面,25.02,1300000,,RPRQMLNLQHGGFEF68DA,52.13,8.59,0.0,有,,Newtaipei,23
877,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段１２８號六樓,21.82,都市：其他:第五種住宅區,,,1100523,土地1建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,144.73000000000002,3,1,2,有,有,10650000,77270,坡道平面,25.02,1400000,,RPSQMLNLQHGGFEF78DA,70.83,10.43,0.0,有,,Newtaipei,23
879,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段５１３號十四樓,33.59,都市：其他:第五種住宅區,,,1100729,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010531,222.16000000000003,3,2,2,有,有,14000000,63018,坡道平面,29.84,0,,RPRRMLNLQHGGFEF78DA,120.75,13.65,0.0,有,223.0,Newtaipei,15
882,淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段２０２巷２６號七樓,28.39,都市：其他:第五種住宅區,,,1100713,土地1建物1車位2,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060817,211.10000000000002,3,2,2,有,有,13200000,71754,坡道平面,66.16,2800000,,RPXOMLQLPHGGFEF66DA,83.31,14.86,0.0,有,224.0,Newtaipei,14
884,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段１０２號六樓,16.92,都市：其他:第五種住宅區,,,1100425,土地1建物1車位1,六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,115.46000000000001,2,1,2,有,有,8400000,77399,坡道平面,25.02,1400000,,RPQQMLKLPHGGFEF18DA,53.25,7.89,0.0,有,,Newtaipei,26
890,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段１１號十四樓,27.99,都市：其他:第三種住宅區。,,,1100702,土地1建物1車位1,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,172.87,3,2,2,有,有,12010000,75016,坡道平面,30.1,1300000,預售屋、或土地及建物分件登記案件；,RPVOMLQKQHGGFEF09DA,85.41,13.28,0.0,有,,Newtaipei,23
891,八里區,房地(土地+建物),新北市八里區中華路二段４７０號十三樓,7.39,都市：其他:第三種住宅區。,,,1100726,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871014,69.3,2,1,1,有,有,4250000,61328,,0.0,0,陽台外推；,RPSOMLKKQHGGFEF18DA,54.95,5.29,0.0,有,227.0,Newtaipei,14
895,汐止區,房地(土地+建物)+車位,新北市汐止區福德一路５８號十一樓,17.8,都市：其他:第二種住宅區,,,1100731,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950113,127.56,4,2,2,有,有,15400000,122114,坡道平面,15.37,1700000,,RPQPMLNLQHGGFDF38DA,59.9,20.14,0.0,有,,Newtaipei,13
898,汐止區,房地(土地+建物)+車位,新北市汐止區鄉長路一段３１號３樓,7.65,都市：其他:第二種住宅區,,,1100725,土地1建物1車位1,三層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0860111,145.44,3,2,2,有,有,10700000,73570,坡道機械,22.15,0,陽台外推；,RPROMLKLQHGGFDF08DA,81.76,41.34,0.0,有,,Newtaipei,28
900,汐止區,房地(土地+建物)+車位,新北市汐止區康寧街７５１巷３３號１１樓,17.45,都市：其他:風景區,,,1100801,土地2建物1車位1,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,161.62,3,2,2,有,有,11400000,70536,坡道平面,0.0,0,其他增建:陽台其他增建；,RPOOMLQKQHGGFDF28DA,142.08,10.72,0.0,有,,Newtaipei,22
901,汐止區,房地(土地+建物),新北市汐止區福德一路７７號３樓,14.11,都市：其他:第二種住宅區,,,1100717,土地2建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860305,94.82,2,2,2,有,有,10400000,109682,,0.0,0,,RPTOMLSKQHGGFDF98DA,61.82,8.78,0.0,有,,Newtaipei,16
919,林口區,房地(土地+建物)+車位,新北市林口區文化二路一段２０巷２３號七樓之四,7.06,都市：其他:第五種住宅區,,,1100422,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830530,67.04,0,0,0,無,有,4800000,71599,坡道平面,0.0,0,,RPTSMLOLQHGGFBF88DA,26.03,3.88,0.0,有,,Newtaipei,14
932,新莊區,房地(土地+建物),新北市新莊區新樹路３６２號十一樓,14.14,都市：其他:住宅區,,,1100502,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931206,109.72,3,2,2,有,有,9800000,89318,,0.0,0,陽台外推；,RPPPMLKLQHGGFBF77DA,72.21,14.47,0.0,有,,Newtaipei,14
941,林口區,房地(土地+建物)+車位,新北市林口區文化三路二段３２號十八樓,19.13,都市：其他:中心商業區,,,1100721,土地1建物1車位2,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970729,232.44,2,2,2,有,有,16500000,70986,坡道平面,78.36,0,,RPOSMLPJQHGGFBF28DA,89.97,10.54,0.0,有,,Newtaipei,19
948,泰山區,房地(土地+建物)+車位,新北市泰山區泰林路二段５２２巷２６號八樓,13.93,都市：其他:住宅區,,,1100723,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900518,117.67,3,2,2,有,有,10200000,86683,坡道機械,0.0,0,陽台外推；,RPROMLPJQHGGFBF18DA,69.67,8.0,0.0,有,,Newtaipei,13
955,新莊區,房地(土地+建物)+車位,新北市新莊區思源路１４３號六樓,16.59,都市：其他:住宅區,,,1100710,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900111,170.41,4,2,2,有,有,17970000,105452,坡道平面,36.79,0,,RPUNMLPKPHGGFBF38DA,90.15,12.79,0.0,有,,Newtaipei,13
963,板橋區,房地(土地+建物),新北市板橋區莊敬路３６之２號四樓,5.12,都市：其他:商業區,,,1100709,土地1建物1車位0,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870416,77.6,1,2,2,有,有,16000000,206186,,0.0,0,夾層；其他增建；,RPWNMLTKQHGGFAF98DA,50.23,5.7,0.0,有,,Newtaipei,19
965,板橋區,房地(土地+建物)+車位,新北市板橋區漢生東路２６６號十四樓,20.73,都市：其他:第二種特定專用區,,,1100711,土地1建物1車位2,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990705,320.66999999999996,3,2,3,有,有,51000000,197027,坡道平面,87.2,5000000,,RPWNMLSKQHGGFAF88DA,140.85,23.16,0.0,有,248.0,Newtaipei,23
978,板橋區,房地(土地+建物)+車位,新北市板橋區縣民大道三段２６４之１號十二樓,19.2,都市：其他:住宅區,,,1100801,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880117,178.69,4,2,2,有,有,21080000,117970,坡道平面,38.17,0,,RPVOMLLKQHGGFAF18DA,101.71,12.5,0.0,有,252.0,Newtaipei,13
